1.000 - <3.000,2.000,298101.00000000,9.1979
3.000 - <5.000,4.000,747187.00000000,23.0545
5.000 - <7.000,6.000,889848.00000000,27.4563
7.000 - <9.000,8.000,589009.00000000,18.1739
9.000 - <11.000,10.000,328653.00000000,10.1406
11.000 - <13.000,12.000,359847.00000000,11.1031
13.000 - <15.000,14.000,25846.00000000,0.7975
15.000 - <17.000,16.000,2465.00000000,0.0761
