2.0	0.05267042415296705
4.165	0.05123271929277009
6.329	0.03487477108651871
8.494	0.0292787528782601
10.658	0.03920827864384999
12.823	0.03632452634206226
14.987	0.039357518155450064
17.152	0.05451413464099526
19.316	0.062108664569811366
21.481	0.06418040561593659
23.645	0.0718620691726434
25.81	0.06402282352294271
27.975	0.06994142154509464
30.139	0.08031217717106737
32.304	0.06587302268538833
34.468	0.06231815605814438
36.633	0.07777974024130713
38.797	0.07533721779990221
40.962	0.11166359804894088
43.126	0.12950930660375198
45.291	0.09150143272711997
47.456	0.09163491402942064
49.62	0.10647636632897813
51.785	0.10857869684021393
53.949	0.12334413895373907
56.114	0.1508385063672157
58.278	0.1487584227396967
60.443	0.15173208952983974
62.607	0.16816419401514707
64.772	0.3085698388726807
66.936	0.3480432262141557
69.101	0.26553509622954435
71.266	0.23382494435173776
73.43	0.3306748987057671
75.595	0.2990259257581817
77.759	0.47273237467927176
79.924	0.4144242194110772
82.088	0.3582888431192215
84.253	0.4617303637278354
86.417	0.33985915386684484
88.582	0.42481814887425484
90.746	0.45901346305392354
92.911	0.41099078369078734
95.076	0.6448583679029822
97.24	0.519414679298472
99.405	0.5634088188018945
101.569	0.6221609847909365
103.734	1.6951782419396437
105.898	0.8908347455315234
108.063	2.0484253850365493
110.227	1.5998012166783628
112.392	2.4433233292187104
114.557	2.999410142417319
116.721	3.9299296206856273
118.886	2.4486375535665563
121.05	4.165763273246292
123.215	13.503331906504728
125.379	10.393552193107993
127.544	5.480677385721975
129.708	8.409490750478044
131.873	5.012312815879099
134.037	1.8094984886857635
136.202	2.5550749878490304
138.367	3.8427635494228145
140.531	2.0773778502869633
142.696	2.897311777413106
144.86	2.5665627224282828
147.025	1.2450635323724324
149.189	1.79491751031639
151.354	0.7489431942324064
153.518	2.258676975229893
155.683	1.0154905236710643
157.847	0.08397178954247782
160.012	0.10266566053899119
162.177	2.0902402568892158
